vin,year,model,body,trim,engine,transmission,drivetrain,exterior_color,msrp,dealer,location,ordernum,json
1G6KB5RS7LU107938,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,MANHATTAN NOIR METALLIC,61110,MASTRIA CADILLAC OF RAYNHAM,"RAYNHAM, MA 02767-5442",XGNGD8,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS7LU107938', 'sitedealer_code': '33375', 'sell_source': '12', 'order_number': 'XGNGD8', 'creation_date': '2/12/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'GCI', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SB2', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS7LU107941,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,STELLAR BLACK METALLIC,60615,ED MORSE SAWGRASS/ FLEET,"SUNRISE, FL 33323-3202",XFJDJ8,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS7LU107941', 'sitedealer_code': '26223', 'sell_source': '12', 'order_number': 'XFJDJ8', 'creation_date': '2/12/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'B8V', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'FLT', 'F46', 'GB8', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'KY3', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R6F', 'R7B', 'R9N', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VN9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YT7', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS3LU107944,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,RADIANT SILVER METALLIC,77875,BOMMARITO CADILLAC,"SAINT PETERS, MO 63376-6463",XGKNRF,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS3LU107944', 'sitedealer_code': '37794', 'sell_source': '12', 'order_number': 'XGKNRF', 'creation_date': '2/14/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GAN', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SHH', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '7HG', '8HV', '9HV']}"
1G6KW5RJ3LU107947,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,BLACK RAVEN,101098,LEGGAT CHEV CADILLAC BUICK GMC LTD.,"BURLINGTON, ON L7R 3Y3",XFQZPW,"{'maker': 'GMCANADA', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ3LU107947', 'sitedealer_code': '95069', 'sell_source': '14', 'order_number': 'XFQZPW', 'creation_date': '1/4/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'GBA', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MBC', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PZ1', 'RTH', 'R7K', 'R7W', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U19', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V8E', 'WML', 'W7X', 'XVR', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', 'Z49', '1SV', '4AA', '5EH', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KB5RS8LU107950,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,60615,ROHRICH CADILLAC,"PITTSBURGH, PA 15226-1596",XCJNMP,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS8LU107950', 'sitedealer_code': '20645', 'sell_source': '12', 'order_number': 'XCJNMP', 'creation_date': '2/14/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'G9K', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KB5RS3LU107953,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,60990,BOB MCCOSH CHEVROLET BUICK GMC CADI,"COLUMBIA, MO 65203-3903",XFJNPS,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS3LU107953', 'sitedealer_code': '35984', 'sell_source': '12', 'order_number': 'XFJNPS', 'creation_date': '12/10/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GJI', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RSXLU107956,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,76730,CADILLAC OF REXBURG,"REXBURG, ID 83440-0070",XGJXV5,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RSXLU107956', 'sitedealer_code': '38576', 'sell_source': '12', 'order_number': 'XGJXV5', 'creation_date': '12/11/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'G1W', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NC7', 'NE1', 'NUB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R7E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RS4LU107959,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,60805,CLASSIC CADILLAC,"MENTOR, OH 44060-4230",XGND34,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS4LU107959', 'sitedealer_code': '20414', 'sell_source': '12', 'order_number': 'XGND34', 'creation_date': '2/12/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GJI', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KW5RJXLU107962,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,BLACK RAVEN,97980,KEN BATCHELOR CADILLAC,"SAN ANTONIO, TX 78230-1001",XGGZS9,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJXLU107962', 'sitedealer_code': '39346', 'sell_source': '12', 'order_number': 'XGGZS9', 'creation_date': '12/31/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'GBA', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PDY', 'PZ1', 'RTH', 'R7E', 'R8E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'VYW', 'V03', 'V8D', 'WML', 'W0A', 'W2D', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '5RU', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KB5RS5LU107968,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,61780,KEN BATCHELOR CADILLAC,"SAN ANTONIO, TX 78230-1001",XGNS4G,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS5LU107968', 'sitedealer_code': '39346', 'sell_source': '12', 'order_number': 'XGNS4G', 'creation_date': '2/12/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'GJI', 'HS1', 'HTZ', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R9N', 'SFE', 'SLM', 'S0M', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4GP', '5RU', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS6LU107971,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,76115,MARK CHRISTOPHER AUTO CENTER,"ONTARIO, CA 91764-4452",XGMTHG,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS6LU107971', 'sitedealer_code': '36501', 'sell_source': '12', 'order_number': 'XGMTHG', 'creation_date': '2/12/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NUB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YF5', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '65C', '7HG', '8HV', '9HV']}"
1G6KW5RJ1LU107977,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,BLACK RAVEN,97190,HENNESSY CADILLAC,"DULUTH, GA 30096-4642",XFKSNF,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ1LU107977', 'sitedealer_code': '25025', 'sell_source': '12', 'order_number': 'XFKSNF', 'creation_date': '10/31/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'GBA', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PZ1', 'RTH', 'R8E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VHM', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V8D', 'WML', 'W7X', 'XVR', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KE5RS2LU107983,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,RED HORIZON TINTCOAT,77075,THOMPSON CADILLAC SPRINGFIELD,"SPRINGFIELD, MO 65804-3739",XFJTF4,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS2LU107983', 'sitedealer_code': '37743', 'sell_source': '12', 'order_number': 'XFJTF4', 'creation_date': '2/12/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FE9', 'FHO', 'F46', 'F55', 'GPJ', 'HD7', 'HMQ', 'HS1', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NTB', 'NYS', 'N30', 'PDH', 'PYZ', 'QP1', 'RTJ', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'W2D', 'XVR', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4GP', '6HG', '7HG', '8HV', '9HV']}"
1G6KB5RS7LU107986,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,STELLAR BLACK METALLIC,60615,ED MORSE SAWGRASS/ FLEET,"SUNRISE, FL 33323-3202",XFJC3X,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS7LU107986', 'sitedealer_code': '26223', 'sell_source': '12', 'order_number': 'XFJC3X', 'creation_date': '12/14/2019', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'B8R', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FE9', 'FHO', 'FLT', 'F46', 'GB8', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'KY3', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NP5', 'NTB', 'PYZ', 'RJZ', 'RT9', 'R6F', 'R7B', 'R7N', 'R9N', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VHM', 'VN9', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YT7', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
1G6KE5RS3LU107989,2020,CT6,SEDAN,PREMIUM LUXURY,"3.6L V6, DI, VVT",A10,AWD,SHADOW METALLIC,78355,CADILLAC OF BEVERLY HILLS,"BEVERLY HILLS, CA 90211-2714",XGHC1V,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KJ69', 'vin': '1G6KE5RS3LU107989', 'sitedealer_code': '36025', 'sell_source': '12', 'order_number': 'XGHC1V', 'creation_date': '2/13/2020', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'CWA', 'C24', 'C3U', 'DEH', 'DNP', 'DRZ', 'EF7', 'FE2', 'FHO', 'F46', 'F55', 'GJI', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'J56', 'KA1', 'KA6', 'KEM', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LGX', 'MAH', 'MHS', 'NUB', 'NYS', 'N30', 'PYZ', 'QP1', 'RTJ', 'RWU', 'R9N', 'SHH', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UKC', 'UKJ', 'UKK', 'UKL', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'UWG', 'U2M', 'VHM', 'VK3', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V3L', 'V8D', 'WML', 'XVR', 'YF5', 'YM8', 'Y4Z', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCD', '1SD', '1SZ', '4AA', '6HG', '65C', '7HG', '8HV', '9HV']}"
1G6KW5RJ8LU107992,2020,CT6,SEDAN,V-SERIES,"4.2L BLACKWING TWIN TURBO V8, SIDI, DOHC, VVT",A10,AWD,CRYSTAL WHITE TRICOAT,99000,CREST CADILLAC,"FRISCO, TX 75034-7914",XDXFC7,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KN69', 'vin': '1G6KW5RJ8LU107992', 'sitedealer_code': '39054', 'sell_source': '12', 'order_number': 'XDXFC7', 'creation_date': '12/19/2019', 'Options': ['AL0', 'AR9', 'AXJ', 'AX7', 'AYX', 'BTV', 'B6A', 'B86', 'CJ2', 'CWA', 'C3U', 'DEH', 'DNP', 'DRZ', 'D59', 'EF7', 'FE3', 'FE9', 'FHO', 'FTF', 'F46', 'F55', 'G1W', 'G80', 'HD7', 'HS1', 'H2X', 'IOT', 'I20', 'JBP', 'JE2', 'J6H', 'KA1', 'KA6', 'KL9', 'KRV', 'KSG', 'KU9', 'K4C', 'LTA', 'MAH', 'MFI', 'MHW', 'NPP', 'NP5', 'NTB', 'NYS', 'PDH', 'PZ1', 'RTH', 'R8E', 'R9N', 'SLM', 'TC2', 'TDM', 'TQ5', 'TSQ', 'UDV', 'UEU', 'UE1', 'UE4', 'UFG', 'UGN', 'UG1', 'UHX', 'UKC', 'UKJ', 'UKK', 'UQH', 'UTR', 'UTT', 'UTU', 'UTV', 'UVZ', 'UV2', 'UV3', 'UV6', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V03', 'V8D', 'WML', 'W7X', 'XVR', 'YM8', 'Y40', 'Y41', 'Y42', 'Y61', 'Y65', 'Y66', 'ZCH', '1SV', '1SZ', '4AA', '5EH', '5RU', '6JB', '7JB', '8EH', '8HS', '9HS']}"
1G6KB5RS8LU107995,2020,CT6,SEDAN,LUXURY,"3.6L V6, DI, VVT",A10,AWD,SATIN STEEL METALLIC,60905,HOLMAN CADILLAC,"MOUNT LAUREL, NJ 08054-2214",XFTQHC,"{'maker': 'CADILLAC', 'model_year': '2020', 'mmc_code': '6KH69', 'vin': '1G6KB5RS8LU107995', 'sitedealer_code': '22027', 'sell_source': '12', 'order_number': 'XFTQHC', 'creation_date': '1/3/2020', 'Options': ['AL0', 'AR7', 'AXJ', 'AX7', 'AYX', 'BTV', 'CJ2', 'C3U', 'DD8', 'DEH', 'DNP', 'EF7', 'FE2', 'FHO', 'F46', 'G9K', 'HS1', 'H66', 'IOT', 'I20', 'J56', 'KA1', 'KL9', 'KRV', 'K34', 'K4C', 'LGX', 'MAH', 'MHS', 'NE1', 'NP5', 'NUB', 'PDH', 'PYZ', 'RJZ', 'RT9', 'R6M', 'R9N', 'SLM', 'TDM', 'TQ5', 'UEU', 'UE1', 'UE4', 'UFG', 'UG1', 'UHS', 'UHX', 'UHY', 'UKC', 'UKJ', 'UQA', 'U2M', 'VAV', 'VHM', 'VK3', 'VLI', 'VRG', 'VRH', 'VRK', 'VRL', 'VRM', 'VRN', 'VRR', 'VV4', 'V8D', 'WML', 'YM8', 'Y40', 'Y65', 'ZCD', '1SB', '1SZ', '4AA', '6HB', '7HB', '8HC', '9HC']}"
